set,condition,index,filename,automated_mos,scoring_method
unseen,baseline,03,baseline_03.wav,2.9405071761651604,dnsmos
unseen,baseline,04,baseline_04.wav,3.25548377045537,dnsmos
unseen,baseline,05,baseline_05.wav,2.9418816993745285,dnsmos
unseen,baseline,06,baseline_06.wav,3.1230050723423033,dnsmos
unseen,baseline,07,baseline_07.wav,3.1458421503116263,dnsmos
unseen,baseline,08,baseline_08.wav,3.3307191220568497,dnsmos
unseen,baseline,09,baseline_09.wav,2.8476672807024808,dnsmos
unseen,baseline,10,baseline_10.wav,2.6917731360634503,dnsmos
unseen,baseline,11,baseline_11.wav,3.0997708247295166,dnsmos
unseen,baseline,12,baseline_12.wav,2.9338282906345783,dnsmos
unseen,baseline,13,baseline_13.wav,3.240716196693815,dnsmos
unseen,baseline,14,baseline_14.wav,2.9788193600645148,dnsmos
unseen,baseline,15,baseline_15.wav,3.1564190886199692,dnsmos
unseen,baseline,16,baseline_16.wav,2.96361935696201,dnsmos
unseen,baseline,17,baseline_17.wav,2.8873751061430686,dnsmos
unseen,baseline,18,baseline_18.wav,2.721777051951534,dnsmos
unseen,baseline,19,baseline_19.wav,3.258159358931876,dnsmos
unseen,baseline,20,baseline_20.wav,3.2056645396882466,dnsmos
unseen,clustered,01,clustered_01.wav,2.6079542184380577,dnsmos
unseen,clustered,02,clustered_02.wav,2.925101871258501,dnsmos
unseen,clustered,03,clustered_03.wav,3.101792642595895,dnsmos
unseen,clustered,04,clustered_04.wav,3.0256501763224484,dnsmos
unseen,clustered,05,clustered_05.wav,3.0535944177138763,dnsmos
unseen,clustered,06,clustered_06.wav,3.040508212598235,dnsmos
unseen,clustered,07,clustered_07.wav,3.125348376822796,dnsmos
unseen,clustered,08,clustered_08.wav,2.8187320933102487,dnsmos
unseen,clustered,09,clustered_09.wav,3.0828314839455624,dnsmos
unseen,clustered,10,clustered_10.wav,2.90226609043604,dnsmos
unseen,clustered,11,clustered_11.wav,3.085539676721957,dnsmos
unseen,clustered,12,clustered_12.wav,2.770150868429104,dnsmos
unseen,clustered,13,clustered_13.wav,3.1410644089774045,dnsmos
unseen,clustered,14,clustered_14.wav,3.0856036127604836,dnsmos
unseen,clustered,15,clustered_15.wav,3.3075899903470765,dnsmos
unseen,clustered,16,clustered_16.wav,2.961078612556225,dnsmos
unseen,clustered,17,clustered_17.wav,2.776686817469875,dnsmos
unseen,clustered,18,clustered_18.wav,2.884885093765785,dnsmos
unseen,clustered,19,clustered_19.wav,3.1702320468038803,dnsmos
unseen,clustered,20,clustered_20.wav,3.2506401675142507,dnsmos
